Key,Type,Desc,English,Turkish,German,French,Italian,Spanish,Portuguese,Japanese,Korean
pass_exclusive_bonus,Text,,"You will gain exclusive bonuses <br> until the pass ends!","Etkinlik bitene dek<br>seçkin bonusların olacak!","Du erhältst exklusive Boni<br>bis zum Ende des Events!","Vous recevrez des bonus<br>exclusifs jusqu'à la fin de l'événement !","Otterrai bonus esclusivi<br>fino alla fine dell'evento!","¡Obtendrás bonificaciones exclusivas<br>hasta que finalice el evento!","Você irá obter bônus<br>até ao final do evento!","イベント終了まで<br>限定ボーナスが手に入る！","이벤트가 끝날 때까지<br>특별 보너스를 얻게 됩니다!"
5_life_to_8,Text,,"8 Lives instead of 5","5 yerine 8 Can","8 Leben anstelle von 5","8 vies au lieu de 5","8 Vite invece di 5","8 Vidas en lugar de 5","8 Vidas em vez de 5","ライフが5個から8個へ","5개 대신 8개의 생명"
golden_name,Text,,"Golden name","Altın rengi ad","Goldener Name","Nom Doré","Nome Dorato","Nombre de oro","Nome dourado","ゴールドで書かれた名前","황금빛 이름"
gift_info,Text,,"Gift for your teammates","Takım arkadaşların için hediye","Geschenk für deine Teammitglieder","Cadeaux pour vos collègues","Regalo per i tuo compagni di squadra","Regalo para tus compañeros de equipo","Presente para seus colegas de equipe","チームメイトへのギフト","팀원을 위한 선물"
got_factory_pass,Text,,"got the Factory Pass","Fabrika Bileti aldı!","hat den Fabrikpass bekommen!","a obtenu le Pass Usine !","ha ottenuto il Pass della Fabbrica!","obtuvo el Pase de Fábrica!","obteve o Passe Fábrica!","ファクトリーパスをゲットしました！","팩토리 패스를 획득했습니다!"
your_gift,Text,,"Your Gift:","Hediyen:","Dein Geschenk:","Votre cadeau :","Il tuo regalo:","Tu regalo:","Seu presente:","あなたへのギフト:","당신의 선물:"
free,Text,,"Free","Ücretsiz","Gratis","Gratuit ","Gratis","Gratis","Grátis","無料","무료
"
bonus_prize,Text,,"Bonus Prize","Bonus Ödül","Bonuspreis","Prix Bonus","Premio Bonus","Recompensa de<br>gratificación","Prêmio Bônus","ボーナス賞","보너스 보상"
factory_pass_ego_space,Text,,"Free <color=#FFDB03>Clear Bar</color> for this level!","Bu seviye için ücretsiz olarak <color=#FFDB03>Rafı Boşalt!</color>","Kostenlose <color=#FFDB03>Leiste Freiräumen</color> für dieses Level!","Gratuit <color=#FFDB03>Vider la Barre</color> pour ce niveau !","<color=#FFDB03>Svuota la Piattaforma</color> gratuito per questo livello!","¡Puedes <color=#FFDB03>Despejar Bandeja</color> este nivel gratis!","Desbloqueie <color=#FFDB03>Limpar Barra</color> para esse nível!","無料で <color=#FFDB03>バーをクリア</color> このレベル！","이 레벨에서 무료로 <color=#FFDB03>바 비우기</color>!"
factory_pass_out_of_lives,Text,,"<color=#FFDB03>Refill</color> your lives for Free!","Canlarını Ücretsiz olarak <color=#FFDB03>Doldur!</color>","<color=#FFDB03>Nachfüllen</color> deine Leben kostenlos wieder auf!","<color=#FFDB03>Rechargez</color> de vos vies gratuites !","<color=#FFDB03>Ricarica</color> le tue vite gratuitamente!","<color=#FFDB03>¡Rellena</color> tus vidas gratis!","<color=#FFDB03>Recarregar</color> suas vidas Gratuitamente!","ライフ <color=#FFDB03>補充l</color> が無料！","무료로 생명 <color=#FFDB03>충전하기</color>!"
factory_pass_ego_time,Text,,"Free <color=#FFDB03>Play On</color> for this level!","Bu seviye için ücretsiz olarak <color=#FFDB03>Oynamaya Devam Et!</color>","Kostenlose <color=#FFDB03>Weiter-spielen</color> für dieses Level!","Gratuit <color=#FFDB03>Jouer</color> pour ce niveau !","<color=#FFDB03>Continua</color> gratuito per questo livello!","¡Puedes <color=#FFDB03>Seguir Jugando</color> este nivel gratis!","Desbloqueie <color=#FFDB03>Continue Jogando</color> para esse nível!","無料 <color=#FFDB03>で続ける</color> このレベル！","이 레벨에서 무료로 <color=#FFDB03>게임 시작</color>!"
enjoy_rewards,Text,,"Enjoy your special rewards!","Özel ödüllerinin tadını çıkar!","Genieße deine besonderen Belohnungen!","Profitez de vos récompenses spéciales !","Goditi i tuoi premi speciali!","¡Disfruta de tus recompensas especiales!","Aproveite suas recompensas especiais!","特別報酬を楽しんで！","특별한 보상을 즐겨보세요!"
factory_pass_activated,Text,,"You have activated the<br><Style=Gold>Factory Pass!</style>","<Style=Gold>Fabrika Bileti</style>'ni<br>etkinleştirdin!","Du hast den<br><Style=Gold>Fabrikpass</style> aktiviert!","Vous avez activé le<br><Style=Gold>Pass Usine !</style>","Hai attivato il<br><Style=Gold>Pass della Fabbrica!</style>","¡Has activado el<br><Style=Gold>Pase de Fábrica!</style>","Você ativou o<br><Style=Gold>Passe Fábrica!</style>","<br><Style=Gold>ファクトリーパス</style>を有効化しました！","<Style=Gold>팩토리 패스</style>를<br>활성화했습니다!"
golden_name_info,Text,,"Your name is golden now!","Artık adın altın rengi!","Dein Name ist jetzt golden!","Votre nom est maintenant doré !","Il tuo nome ora è dorato!","Tu nombre ya es de oro.","Seu nome agora é dourado!","名前がゴールドになりました！","지금 이름이 황금빛입니다!"
team_gift_info,Text,,"The gift is shared with your<br>teammates!","Hediye takım arkadaşlarınla paylaşıldı!","Das Geschenk wird mit deinen<br>Teamkameraden geteilt!","Le cadeau est partagé avec vos<br>collègues !","Il regalo è da condividere con i tuoi<br>compagni di squadra!","El regalo se comparte con tus<br>compañeros de equipo.","O presente é partilhado com seus<br>colegas de equipe!","チームメイトへのギフトがシェアされました！","팀원에게 선물을<br>나눠줍니다!"
max_life_info,Text,,"The maximum amount of lives<br>is increased to 8!","Maksimum can sayısı 8'e çıkarıldı!","Die maximale Anzahl der Leben<br>wird auf 8 erhöht!","Le nombre maximum de vies<br>passe à 8 !","Il numero massimo di vite<br>è aumentato a 8!","¡La cantidad máxima de vidas<br>se incrementa a 8!","A quantia máxima de vidas<br>aumentou para 8!","最大ライフが8個へ増えました！","최대 생명 개수가<br>8개로 증가됩니다!"
tap_to_skip,Text,,"Tap to Skip","Atlamak için Dokun","Zum Überspringen tippen","Appuyez pour Passer","Tocca per Saltare","Toca para Saltar","Toque para Pular","スキップするにはタップ","건너뛰려면 탭하세요"
collect_stars,Text,,"Collect Stars!","Yıldızları Topla!","Sammle Sterne!","Collectez des Étoiles!","Raccogli Stelle!","¡Consigue Estrellas!","Colete Estrelas!","スターをゲットしよう！","별을 모으세요!"
you_can_activate_pass,Text,,"You can activate <style=GoldBlue>Factory Pass</style> to<br>get additional exclusive rewards!","Ek ve seçkin ödüller almak için<br><style=GoldBlue>Fabrika Bileti</style>'ni etkinleştirebilirsin!","Du kannst den <style=GoldBlue>Fabrikpass</style> aktivieren, um weitere exklusive Belohnungen zu erhalten!","Vous pouvez activer le <style=GoldBlue>Pass Usine</style> pour bénéficier<br> de récompenses exclusives supplémentaires !","Puoi attivare il <style=GoldBlue>Pass della Fabbrica</style> per<br>ottenere premi esclusivi aggiuntivi!","Puedes activar el <style=GoldBlue>Pase de Fábrica</style> para<br>obtener recompensas exclusivas adicionales.","Você pode ativar o <style=GoldBlue>Passe Fábrica</style> para<br>obter recompensas exclusivas adicionais!","<style=GoldBlue>ファクトリーパス</style>を有効化して<br>さらなる限定特典を手に入れよう！","<style=GoldBlue>팩토리 패스</style>를 활성화해서<br>특별 추가 보상을 받을 수 있습니다!"
reward_collected_already ,Text,,"This reward has already<br>been collected","Bu ödül zaten alınmış","Diese Belohnung wurde bereits<br>eingesammelt","Cette récompense a déjà<br>été collectée","Questo premio è già<br>stato raccolto","Esta recompensa ya<br> ha sido reclamada.","Essa recompensa já foi<br>coletada","この報酬は獲得済みです","이미 보상을<br>받았습니다"
collect_more_star_to_unlock,Text,,"Collect more stars to<br>unlock this stage!","Bu aşamanın kilidini açmak için<br>daha fazla yıldız topla!","Sammle mehr Sterne,<br>um diese Stufe freizuschalten!","Collectez plus d'étoiles pour<br>débloquer cette étape !","Raccogli più stelle per<br>sbloccare questo livello!","Consigue más estrellas para<br>desbloquear esta fase.","Colete mais estrelas para<br>desbloquear esse estágio!","ステージを解除して<br>もっとスターをゲットしよう！","이 스테이지를 잠금 해제하려면<br>별을 더 많이 모아보세요!"
unlock_and_get_pass,Text,,"Unlock this stage and activate the<br><style=GoldBlue>Factory Pass</style> to get this reward!","Bu ödülü almak için bu aşamanın kilidini<br>aç ve <style=GoldBlue>Fabrika Bileti</style>'ni etkinleştir!","Schalte diese Etappe frei und aktiviere den<br><style=GoldBlue>Fabrikpass</style>, um diese Belohnung zu erhalten!","Débloquez cette étape et activez le<br><style=GoldBlue>Pass Usine</style> pour recevoir cette récompense !","Sblocca questo livello e attiva il<br><style=GoldBlue>Pass della Fabbrica</style> per ricevere questo premio!","¡Desbloquea este nivel y activa el<br><style=GoldBlue>Pase de Fábrica</style> para obtener esta recompensa!","Desbloqueie esse estágio e ative o<br><style=GoldBlue>Passe Fábrica</style> para obter essa recompensa!","このステージを解除し<style=GoldBlue>ファクトリーパス</style><br>を有効にしてこの報酬をゲットしよう！","이 보상을 받으려면 이 스테이지를 잠금<br> 해제하고<style=GoldBlue>팩토리 패스</style>를 활성화하세요!"
get_pass_to_get_reward,Text,,"Activate the <style=GoldBlue>Factory Pass</style><br>to get this reward!","Bu ödülü almak için <br><style=GoldBlue>Fabrika Bileti</style>'ni etkinleştir!","Aktiviere den  <style=GoldBlue>Fabrikpass</style>, um<br>diese Belohnung zu erhalten!","Activez le  <style=GoldBlue>Pass Usine</style> pour<br>bénéficier de cette récompense !","Attiva il  <style=GoldBlue>Pass della Fabbrica</style> per<br>ricevere questo premio!","Activa el  <style=GoldBlue>Pase de Fábrica</style> para<br>obtener esta recompensa.","Ative o  <style=GoldBlue>Passe Fábrica</style> para<br>obter essa recompensa!"," <style=GoldBlue>ファクトリーパス</style>を有効にして<br>この報酬をゲットしよう！","이 보상을 받으려면<br> <style=GoldBlue>팩토리 패스</style>를 활성화하세요!"
unclaimed_rewards,Text,,"Here are your unclaimed rewards!","İşte alınmamış ödüllerin burada!","Hier sind deine nicht beanspruchten Belohnungen!","Voici vos récompenses non réclamées !","Ecco i premi che non hai ancora richiesto!","¡Aquí están sus recompensas sin reclamar!","Aqui estão suas recompensas disponíveis!","受け取っていない報酬はこちらです！","아직 받지 않은 보상이 있습니다!"
item_pack_7,Text,,"Eternal Balance","Sonsuz Denge","Ewiges Gleichgewicht","Équilibre Éternel","Bilanciamento Eterno","Eterno Equilibrio","Equilíbrio Eterno","エターナルバランス","이터널 밸런스"
item_pack_7_unlocked,Text,,"Eternal Balance<br>Unlocked!","Sonsuz Denge<br>Kilidi Açıldı!","Ewiges Gleichgewicht<br>Entriegelt!","Équilibre Éternel<br>Débloqué !","Bilanciamento Eterno<br>Sbloccato!","Eterno Equilibrio<br>¡Desbloqueado!","Equilíbrio Eterno<br>Desbloqueado!","エターナルバランス<br>解除！","이터널 밸런스<br>잠금 해제!"
factory_pass_tutorial_1,Text,,"Welcome to <style=GoldBlue>Factory Pass!</style><br>Here is your first reward!","<style=GoldBlue>Fabrika Bileti</style>'ne hoş geldin!<br>İşte ilk ödülün!","Willkommen beim <style=GoldBlue>Fabrikpass!</style><br>Hier ist deine erste Belohnung!","Bienvenue au <style=GoldBlue>Pass Usine!</style><br>Voici votre première récompense !","Benvenuto a <style=GoldBlue>Pass della Fabbrica!</style><br>Ecco il tuo primo premio!","¡Bienvenido(a) al <style=GoldBlue>Pase de Fábrica!</style><br> ¡Aquí tienes tu primera recompensa!","Bem-vindo ao <style=GoldBlue>Passe Fábrica!</style><br>Aqui está sua primeira recompensa!","<style=GoldBlue>ファクトリーパス</style>へようこそ！<br>最初の報酬はこちらです！","<style=GoldBlue>팩토리 패스</style>에 오신 것을 환영합니다!<br>첫 번째 보상입니다!"
factory_pass_tutorial_2,Text,,"Beat levels and collect Stars<br>to unlock rewards. Tap to learn<br>how to collect them!","Ödüllerin kilidini açmak için seviyeleri<br>geç ve Yıldız topla. Nasıl Yıldız<br>toplanacağını öğrenmek için dokun!","Schlage Level und sammle Sterne, um<br>Belohnungen freizuschalten. Tippe auf, um<br>zu erfahren, wie du sie sammeln kannst!","Terminez les niveaux et collectez des étoiles <br>pour débloquer des récompenses. Tapez pour apprendre<br>comment les collectionner !","Supera i livelli e raccogli le Stelle<br>per sbloccare i premi. Clicca per scoprire<br>come raccoglierli!","Supera niveles y recoge estrellas<br>para desbloquear recompensas. Toca la pantalla para aprender<br>a recogerlas.","Vença níveis e colete estrelas<br>para desbloquear recompensas. Toque para aprender<br>como coletar elas!","報酬を解除するためにレベル<br>をクリアしてスターを集めよう！<br>集める方法はここをタップして学ぼう！","보상을 받으려면<br>레벨을 깨고 별을 모아보세요. 모으는 방법을 알아보려면<br>탭하세요!"
factory_pass_tutorial_3,Text,,"Activating <style=GoldBlue>Factory Pass</style> will give<br>you access to special rewards!","<style=GoldBlue>Fabrika Bileti</style>'ni etkinleştirmen<br>özel ödüllere erişmeni sağlar!","Wenn du den <style=GoldBlue>Fabrikpass</style> aktivierst,<br>erhältst du Zugang zu besonderen Belohnungen!","L'activation du <style=GoldBlue>Pass Usine</style><br>vous permettra d'accéder à des récompenses spéciales !","Attivare il <style=GoldBlue>Pass della Fabbrica</style> ti darà<br>accesso a premi speciali!","Activar el <style=GoldBlue>Pase de Fábrica</style> te otorgará<br>acceso a recompensas especiales.","Ativar o <style=GoldBlue>Passe Fábrica</style> irá dar<br>acesso para recompensas especiais a você!","<style=GoldBlue>ファクトリーパス</style>を有効化すると<br>特別報酬へアクセスできるぞ！","<style=GoldBlue>팩토리 패스</style>를 활성화하면<br>특별한 보상을 받을 수 있습니다!"
complete_and_get_pass,Text,,"Complete all stages and activate the<br><style=GoldBlue>Factory Pass</style> to get the Bonus Prize!","Bonus ödülü almak için bu aşamanın<br> kilidini aç ve <style=GoldBlue>Fabrika Bileti</style>'ni etkinleştir!","Schalte diese Etappe frei und aktiviere den<br><style=GoldBlue>Fabrikpass</style>, um den Bonuspreis zu erhalten!","Débloquez cette étape et activez le<br><style=GoldBlue>Pass Usine</style> pour recevoir le Prix Bonus!","Sblocca questo livello e attiva il<br><style=GoldBlue>Pass della Fabbrica</style> per ricevere il Premio Bonus!","¡Desbloquea este nivel y activa el<br><style=GoldBlue>Pase de Fábrica</style> para obtener el Premio Extra!","Desbloqueie esse estágio e ative o<br><style=GoldBlue>Passe Fábrica</style> para obter o Prêmio Bônus!","このステージを解除し<style=GoldBlue>ファクトリーパス</style><br>を有効にしてボーナス賞品をゲットしよう！","이 보너스 상품을 받으려면 이 스테이지를 잠금<br> 해제하고 <style=GoldBlue>팩토리 패스</style>를 활성화하세요!"
complete_all_pass_stages,Text,,"Complete all stages<br>to get the Bonus Prize!","Bonus Ödülü almak için<br>tüm aşamaları tamamla!","Schließe alle Etappen<br>und erhalte den Bonuspreis!","Complétez toutes les étapes<br>pour recevoir le Prix Bonus !","Completa tutti i livelli per<br>ottenere il Premio Bonus!","¡Completa todas los niveles<br>para obtener el premio extra!","Complete todos os estágios<br>para obter o Prêmio Bônus!","すべてのステージをクリア<br>してボーナス賞をゲットだ！","보너스 보상을 받으려면 모든스<br>테이지를 완료하세요!"
item_pack_8,Text,,"Camping Trip","Kamp Gezisi","Campingausflug","Voyage de Camping","Gita in Campeggio","Viaje de Camping","Viagem de Camping","キャンプ旅行","캠핑 여행"
item_pack_8_unlocked,Text,,"Camping Trip<br>Unlocked!","Kamp Gezisi<br>Kilidi Açıldı!","Campingausflug<br>Entriegelt!","Voyage de Camping<br>Débloqué !","Gita in Campeggio<br>Sbloccato!","Viaje de Camping<br>¡Desbloqueado!","Viagem de Camping<br>Desbloqueado!","キャンプ旅行<br>解除!","캠핑 여행<br>잠금 해제!"
purchase_success,Text,,"Purchase Successful!","Satın Alım Başarılı!","Kauf Erfolgreich!","Achat Réussi !","Acquisto Riuscito!","Compra Exitosa!","Compra Bem-Sucedida!","購入成功 ！","구매 성공!"
item_pack_9,Text,,"Vintage Vibes","Nostaljik Hisler","Vintage-Vibes","Ambiance Vintage","Atmosfera Vintage","Vibraciones Vintage","Vibrações Vintage","ヴィンテージな雰囲気","빈티지 바이브"
item_pack_9_unlocked,Text,,"Vintage Vibes<br>Unlocked!","Nostaljik Hisler<br>Kilidi Açıldı!","Vintage-Vibes<br>Entriegelt!","Ambiance Vintage<br>Débloqué !","Atmosfera Vintage<br>Sbloccato!","Vibraciones Vintage<br>¡Desbloqueado!","Vibrações Vintage<br>Desbloqueado!","ヴィンテージな雰囲気<br>解除！","빈티지 바이브<br>잠금 해제!"
join_race_prompt,Text,,"Join the race!","Yarışa katıl!","Nimm am Rennen teil!","Rejoignez la course !","Partecipa alla corsa!","¡Participa en la carrera!","Juntar-se na corrida!","スターレースに参加！","레이스에 참가하세요!"
star_race,Text,,"Star Race","Yıldız Yarışı","Sternenrennen","Course des Etoiles","Corsa Stellare","Carrera de Estrellas","Corrida de Estrelas","スターレース","별 레이스"
star_race_join_failed,Text,,"Could not join Star Race!","Yıldız Yarışı'na Katılamadın!","Konnte nicht am Sternenrennen teilnehmen!","Impossible de rejoindre la Course des Étoiles !","Non hai potuto partecipare a Corsa Stellare!","¡No has podido participar en Carrera de Estrellas!","Não foi possível se juntar na Corrida de Estrelas!","スターレースに参加できませんでした","별 레이스에 참가할 수 없습니다!"
star_race_started,Text,,"Star Race<br>Started","Yıldız Yarışı<br> Başladı","Sternenrennen<br>Gestartet","Course des étoiles<br>a commencé","Corsa Stellare<br>è Iniziato","¡Carrera de Estrellas<br>ha comezado!","A Corrida de Estrelas<br>Começou","スターレース<br>開始","별 레이스가<br>시작됐습니다"
collect_more_stars_label,Text,,"Collect more Stars <br> than other players!","Diğer oyunculardan<br> daha fazla Yıldız topla!","Sammle mehr Sterne<br>als die anderen Spieler!","Collectez plus d'étoiles que les<br>autres joueurs !","Raccogli più Stelle<br>degli altri giocatori!","¡Consigue más Estrellas<br>que otros jugadores!","Colete mais Estrelas<br>do que os outros jogadores!","もっとスターを集めよう<br>他のプレーヤーより多く！","다른 플레이어보다<br>더 많은 별을 모아보세요!"
item_pack_10,Text,,"Marine Wonders","Deniz Harikaları","Meereswunder","Merveilles Marines","Meraviglie Marine","Maravillas Marinas","Maravilhas Marítimas","マリンワンダーズ","바다의 불가사의"
item_pack_10_unlocked,Text,,"Marine Wonders<br>Unlocked!","Deniz Harikaları'nın<br> Kilidi Açıldı!","Meereswunder<br>Entriegelt!","Merveilles Marines<br>Débloqué !","Meraviglie Marine<br>Sbloccato!","Maravillas Marinas<br>¡Desbloqueado!","Maravilhas Marítimas<br>Desbloqueado!","マリンワンダーズ<br>解除！","바다의 불가사의<br>잠금 해제!"
star_race_tutorial_1,Text,,"Collect more Stars<br>than other players!","Diğer oyunculardan<br> daha fazla Yıldız topla!","Sammle mehr Sterne<br>als die anderen Spieler!","Collectez plus d'étoiles que les<br>autres joueurs !","Raccogli più Stelle<br>degli altri giocatori!","¡Consigue más Estrellas<br>que otros jugadores!","Colete mais Estrelas<br>do que os outros jogadores!","もっとスターを集めよう<br>他のプレーヤーより多く！","다른 플레이어보다<br>더 많은 별을 모아보세요!"
take_the_lead_one_line,Text,,"Take the lead next time!","Bir dahaki sefere liderliği ele al!","Übernimm nächstes Mal die Führung!","Prenez la tête la prochaine fois !","Prendi il comando la prossima volta!","¡Toma la iniciativa la próxima vez!","Assuma a liderança na próxima vez!","次回はリードしましょう！","다음에는선두를 차지하세요!"
item_pack_11,Text,,"Garden Bloom","Bahçe Çiçeği","Gartenblüte","Fleur de Jardin","Fiore del Giardino","Flor del Jardín","Flor do Jardim","庭の花","정원의 꽃"
item_pack_11_unlocked,Text,,"Garden Bloom<br>Unlocked!","Bahçe Çiçeği<br>Kilidi Açıldı!","Gartenblüte<br>Entriegelt!","Fleur de Jardin<br>Débloqué !","Fiore del Giardino<br>Sbloccato!","Flor del Jardín<br>¡Desbloqueado!","Flor do Jardim<br>Desbloqueado!","庭の花<br>解除！","정원의 꽃<br>잠금 해제!"
first_try,Text,,"First Try","İlk Deneme","1. Versuch","1er Coup","1° Tentativo","1ª Vez","1ª Tentativa","初回の挑戦","첫 시도"
first_try_tool_tip,Text,,"Beat level on first try<br>to win bonus coins!","Seviyeyi ilk denemede geç<br>bonus altın kazan!","Gewinne das Level beim ersten Versuch<br>und erhalte Bonusmünzen!","Terminez le niveau du premier coup<br>pour gagner des pièces bonus !","Supera il livello al primo tentativo<br>per vincere monete bonus!","¡Supera el nivel a la primera<br>y gana monedas de bonificación!","Complete o nível na primeira tentativa<br>e ganhe moedas bônus!","初回の挑戦でレベルをクリアして<br>ボーナスコインを獲得しよう！","첫 시도에서 레벨을 공략해<br>보너스 코인을 획득하세요!"
game_not_available,Text,,"Match Factory is not<br>available in your region!","Match Factory bölgenizde<br>kullanılamıyor!","Match Factory ist in Ihrer<br>Region nicht verfügbar!","Match Factory n'est pas<br>disponible dans votre région!","Match Factory non è<br>disponibile nella tua zona!","Match Factory no está<br>disponible en tu región!","Match Factory não está<br>disponível na sua região!","Match Factory はあなたの地域では<br>利用できません","귀하의 지역에서는 Match Factory의<br>이용이 불가합니다"
item_pack_12,Text,,"Pirate Bay","Korsan Körfezi","Piratenbucht","Baie des Pirates","Baia dei Pirati","Bahía del Pirata","Baía dos Piratas","パイレーツベイ","해적의 만"
item_pack_12_unlocked,Text,,"Pirate Bay<br>Unlocked!","Korsan Körfezi'nin<br>Kilidi Açıldı!","Piratenbucht<br>Freigeschaltet!","Baie des Pirates<br>Débloquée !","Baia dei Pirati<br>Sbloccata!","¡Bahía del Pirata<br>Desbloqueada!","Baía dos Piratas<br>Desbloqueada!","パイレーツベイ<br>解除!","해적의 만<br>잠금 해제!"
support_gift,Text,,"Support Gift","Destek Hediyesi","Support-Geschenk","Cadeau de Support","Regalo di Supporto","Regalo de Soporte","Presente de Suporte","サポートギフト","지원 선물"
enjoy_support_reward,Text,,"Thank you for contacting support!<br>Please enjoy this gift!","Destek ile iletişime geçtiğin<br>için teşekkür ederiz!<br>Umarız bu hediyenin tadını çıkarırsın!","Danke, dass du den Support kontaktiert hast!<br>Bitte genieße dieses Geschenk!","Merci d'avoir contacté le support !<br>Profitez de ce cadeau !","Grazie per aver contattato il supporto!<br>Goditi questo regalo!","¡Gracias por contactarte con soporte!<br>¡Por favor, disfruta de este regalo!","Obrigado por contatar o suporte!<br>Aproveite seu presente!","サポートにお問い合わせい<br>ただきありがとうございます！<br>この贈り物をお楽しみください！","지원 서비스에 문의해주셔서 감사합니다!<br>이 선물을 즐겨보세요!"
team_battle,Text,,"Team Battle","Takım Savaşı","Teamschlacht","Bataille d'Équipe","Battaglia a Squadre","Batalla por Equipos","Batalha em Equipe","チームバトル","팀 배틀"
collect_pies_label,Text,,"Collect Pies<br>from Levels!","Seviyelerden <br>Turta topla!","Sammle Torten<br>aus den Levels!","Collectez des Tartes<br>dans les Niveaux !","Raccogli Torte<br>dai Livelli!","¡Recoge Tartas<br>de los niveles!","Colecione Tortas<br>dos Níveis!","レベルのパイを集めよう！","레벨에서<br>파이를 모아보세요!"
contribute_team_label,Text,,"Contribute your Team<br>to beat others!","Başkalarını yenmek için <br>Takımına katkıda bulun!","Hilf deinem Team,<br>andere zu schlagen!","Contribuez à votre Équipe<br>pour battre les autres !","Contribuisci al Tuo Team<br>per battere gli altri!","¡Contribuye con tu Equipo<br>para vencer a los demás!","Contribua com sua Equipe<br>para vencer outras!","チームに貢献して<br>他の選手に勝とう","팀에 기여해서<br>다른 팀을 이겨보세요!"
collect_more_pies_label,Text,,"Collect more Pies to win<br>Personal Rewards!","Kişisel Ödüller <br>kazanmak için daha fazla Turta topla!","Sammle mehr Torten und gewinne<br>Persönliche Belohnungen!","Collectez plus de Tartes pour gagner<br>des récompenses personnelles !","Raccogli più Torte per vincere<br>Ricompense Personali!","Recoge más Tartas para obtener<br>Recompensas Personales.","Colecione mais Tartes para vencer<br>Recomensas Pessoais!","より多くのパイを集めて<br>個人的な報酬を獲得しよう！","파이를 더 많이 모아<br>개인 보상을 받아보세요!"
battle,Text,,"Battle","Savaş","Schlacht","Bataille","Battaglia","Batalla","Batalha","バトル","배틀"
team_battle_join_pop_up_info,Text,,"Collect pies to compete<br>as a team and get amazing rewards!","Bir takım olarak yarışmak ve muhteşem <br>ödüller kazanmak için turta topla!","Sammle Torten, um als Team anzutreten und tolle Belohnungen zu erhalten!","Collectez des Tartes pour concourir<br>en équipe et obtenir des récompenses incroyables !","Raccogli torte per competere<br>come squadra e ottenere incredibili ricompense!","¡Recoge tartas para competir<br>en equipo y obtener increíbles recompensas!","Colete tartes para competir<br>com sua Equipe e receber recompensas incríveis!","パイを集めてチームで戦い<br>素晴らしい報酬をゲットする！","경쟁을 위해 팀이 되어<br>파이를 모으고 멋진 보상을 받아보세요!"
team_battle_join_pop_up_info_no_team,Text,,"Join a team to<br>compete in Team Battle!","Bir takıma katıl<br>ve Takım Savaşına katıl!","Team beitreten<br>um im Teamkampf anzutreten!","Rejoindre une équipe<br>pour participer à la Bataille d'Équipe !","Unisciti a una squadra<br>per competere nella Battaglia a Squadre!","Únete a un equipo<br>para competir en la Batalla de Equipos!","Entre em uma equipe<br>para competir na Batalha de Equipes!","チームに参加<br>してチームバトルで競おう！","팀 가입<br>하여 팀 배틀에 참가하세요!"
item_pack_13_unlocked,Text,,"Match Beauty<br>Unlocked!","Güzellik Keyfi<br>Kilidi Açıldı!","Schönheitsglück<br>Entriegelt!","Félicité de Beauté<br>Débloqué !","Beatitudine di Bellezza<br>Sbloccato!","Felicidad de Belleza<br>¡Desbloqueado!","Felicidade de Beleza<br>Desbloqueado!","美の至福<br>解除！","뷰티 블리스<br>잠금 해제!"
item_pack_13,Text,,"Match Beauty","Güzellik Keyfi","Schönheitsglück","Félicité de Beauté","Beatitudine di Bellezza","Felicidad de Belleza","Felicidade de Beleza","美の至福","뷰티 블리스"
team_battle_personal_rewards,Text,,"Team Battle<br>Personal Rewards","Takım Savaşı<br>Kişisel Ödüller","Teamschlacht<br>Persönliche Belohnungen","Bataille d'Équipe<br>Récompenses Personnelles","Battaglia a Squadre<br>Ricompense Personali","Batalla por Equipos<br>Recompensas personales","Batalha em Equipe<br>Recompensas Pessoais","チームバトル<br>パーソナル報酬","팀 배틀<br>개인 보상"
team_battle_team_leave_confirmation,Text,,"You won't be able to participate<br>in the current Team Battle!","Mevcut Takım Savaşı'na <br>katılamayacaksın!","Du kannst nicht<br>am aktuellen Teamkampf teilnehmen!","Vous ne pourrez pas participer<br>à la Bataille d'Équipe actuelle !","Non potrai partecipare<br>alla Battaglia a Squadre attuale!","¡No podrás participar en la<br>Batalla por Equipos actual!","Você não poderá participar<br>na Batalha em Equipe atual!","現在のチームバトルには参加できません！","현재 팀 배틀에<br>참가할 수 없게 됩니다!"
first_place_extension,Text,,"st",".",".","er","o","er","º","位","위"
second_place_extension,Text,,"nd",".",".","e","o","do","º","位","위"
contribute_to_get_reward,Text,,"Contribute to get reward next time!"," Bir dahaki sefere ödül almak için katkıda bulun!","Trage beim nächsten Mal bei<br>um eine Belohnung zu erhalten!","Apportez votre contribution pour obtenir<br>une récompense la prochaine fois !","Contribuisci per ottenere una<br>ricompensa la prossima volta!"," ¡Contribuye para obtener una<br>recompensa la próxima vez!","Contribua para receber uma<br>recompensa na próxima vez!","次回の報酬を獲得す<br>るために貢献しよう！"," 다음에 보상을 받기<br>위해 기여하세요!"
fail_team_finish_place,Text,,"Your team finished in<br>{0} place","Takımınız<br>{0} sırada tamamlandı!","Euer Team hat den<br>{0} Platz belegt!","Votre équipe a terminé à la<br>{0} place !","La tua squadra è arrivata al<br>{0} posto!","Tu equipo terminó en<br>{0} lugar!","Sua equipe terminou em<br>{0} lugar!","チームは<br>{0}位で終了しました！","당신의 팀이<br>{0}위로 마감했습니다! "
